,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Bin Age
118,36,No,Travel_Rarely,922,Research & Development,Near by,Higher Secondary,Life Sciences,155,Poor,Female,39,Moderate,Beginner,Laboratory Technician,Excellent,Divorced,2835,2561,5,No,22,4,Poor,Low,7,2,Best,1,0,0,0,31-45
119,43,No,Travel_Frequently,394,Sales,Faraway,Higher Secondary,Life Sciences,158,Best,Male,92,Moderate,Advanced,Manager,Excellent,Married,16959,19494,1,Yes,12,3,Excellent,Medium,25,3,Excellent,25,12,4,12,31-45
120,30,No,Travel_Frequently,1312,Research & Development,Faraway,Bacherlors,Life Sciences,159,Poor,Male,96,Very Low,Beginner,Research Scientist,Best,Divorced,2613,22310,1,No,25,4,Best,High,10,2,Good,10,7,0,9,18-30
121,33,No,Non-Travel,750,Sales,Faraway,Higher Secondary,Marketing,160,Best,Male,95,Moderate,Intermediate,Sales Executive,Good,Married,6146,15480,0,No,13,3,Poor,Low,8,2,Excellent,7,7,0,7,31-45
122,56,Yes,Travel_Rarely,441,Research & Development,Far,Masters,Life Sciences,161,Good,Female,72,Moderate,Beginner,Research Scientist,Good,Married,4963,4510,9,Yes,18,3,Poor,High,7,2,Best,5,4,4,3,46-60
123,51,No,Travel_Rarely,684,Research & Development,Near by,Bacherlors,Life Sciences,162,Poor,Male,51,Moderate,Expert,Research Director,Best,Single,19537,6462,7,No,13,3,Best,No,23,5,Best,20,18,15,15,46-60
124,31,Yes,Travel_Rarely,249,Sales,Near by,Masters,Life Sciences,163,Good,Male,76,Very Low,Intermediate,Sales Executive,Best,Married,6172,20739,4,Yes,18,3,Good,No,12,3,Good,7,7,7,7,31-45
125,26,No,Travel_Rarely,841,Research & Development,Near by,Bacherlors,Other,164,Best,Female,46,Low,Beginner,Research Scientist,Good,Married,2368,23300,1,No,19,3,Best,No,5,3,Good,5,4,4,3,18-30
126,58,Yes,Travel_Rarely,147,Research & Development,Faraway,Masters,Medical,165,Excellent,Female,94,Moderate,Experienced,Healthcare Representative,Excellent,Married,10312,3465,1,No,12,3,Excellent,Low,40,3,Good,40,10,15,6,46-60
127,19,Yes,Travel_Rarely,528,Sales,Faraway,High School,Marketing,167,Excellent,Male,50,Moderate,Beginner,Sales Representative,Best,Single,1675,26820,1,Yes,19,3,Excellent,No,0,2,Good,0,0,0,0,18-30
128,22,No,Travel_Rarely,594,Research & Development,Near by,High School,Technical Degree,169,Best,Male,100,Moderate,Beginner,Laboratory Technician,Excellent,Married,2523,19299,0,No,14,3,Best,Low,3,2,Best,2,1,2,1,18-30
129,49,No,Travel_Rarely,470,Research & Development,Far,Masters,Medical,170,Best,Female,96,Moderate,Intermediate,Manufacturing Director,Poor,Married,6567,5549,1,No,14,3,Best,No,16,2,Good,15,11,5,11,46-60
130,43,No,Travel_Frequently,957,Research & Development,Faraway,Bacherlors,Medical,171,Good,Female,72,High,Beginner,Research Scientist,Best,Single,4739,16090,4,No,12,3,Excellent,No,18,2,Best,3,2,1,2,31-45
131,50,No,Travel_Frequently,809,Sales,Far,Bacherlors,Marketing,174,Best,Female,77,Moderate,Experienced,Sales Executive,Excellent,Single,9208,6645,4,No,11,3,Excellent,No,16,3,Best,2,2,2,1,46-60
132,31,Yes,Travel_Rarely,542,Sales,Far,Bacherlors,Life Sciences,175,Good,Female,71,Very Low,Intermediate,Sales Executive,Best,Married,4559,24788,3,Yes,11,3,Best,Low,4,2,Best,2,2,2,2,31-45
133,41,No,Travel_Rarely,802,Sales,Near by,High School,Life Sciences,176,Best,Male,96,Moderate,Experienced,Sales Executive,Best,Divorced,8189,21196,3,Yes,13,3,Best,Low,12,2,Best,9,7,0,7,31-45
134,26,No,Travel_Rarely,1355,Human Resources,Faraway,High School,Life Sciences,177,Best,Female,61,Moderate,Beginner,Human Resources,Best,Married,2942,8916,1,No,23,4,Excellent,Low,8,3,Best,8,7,5,7,18-30
135,36,No,Travel_Rarely,216,Research & Development,Near by,Higher Secondary,Medical,178,Good,Male,84,Moderate,Intermediate,Manufacturing Director,Good,Divorced,4941,2819,6,No,20,4,Excellent,Medium,7,0,Best,3,2,0,1,31-45
136,51,Yes,Travel_Frequently,1150,Research & Development,Near by,Masters,Life Sciences,179,Poor,Male,53,Very Low,Experienced,Manufacturing Director,Excellent,Single,10650,25150,2,No,15,3,Excellent,No,18,2,Best,4,2,0,3,46-60
137,39,No,Travel_Rarely,1329,Sales,Near by,Masters,Life Sciences,182,Excellent,Female,47,Low,Intermediate,Sales Executive,Best,Married,5902,14590,4,No,14,3,Best,Low,17,1,Excellent,15,11,5,9,31-45
138,25,No,Travel_Rarely,959,Sales,Faraway,Bacherlors,Life Sciences,183,Poor,Male,41,Low,Intermediate,Sales Executive,Best,Married,8639,24835,2,No,18,3,Excellent,No,6,3,Best,2,2,2,2,18-30
139,30,No,Travel_Rarely,1240,Human Resources,Near by,Bacherlors,Human Resources,184,Best,Male,48,Moderate,Intermediate,Human Resources,Excellent,Married,6347,13982,0,Yes,19,3,Excellent,No,12,2,Poor,11,9,4,7,18-30
140,32,Yes,Travel_Rarely,1033,Research & Development,Near by,Bacherlors,Medical,190,Poor,Female,41,Moderate,Beginner,Laboratory Technician,Poor,Single,4200,10224,7,No,22,4,Poor,No,10,2,Excellent,5,4,0,4,31-45
141,45,No,Travel_Rarely,1316,Research & Development,Faraway,Bacherlors,Medical,192,Best,Male,83,Moderate,Beginner,Research Scientist,Excellent,Single,3452,9752,5,No,13,3,Good,No,9,2,Good,6,5,0,3,31-45
142,38,No,Travel_Rarely,364,Research & Development,Near by,Doctorate,Technical Degree,193,Excellent,Female,32,Moderate,Intermediate,Research Scientist,Best,Single,4317,2302,3,Yes,20,4,Good,No,19,2,Best,3,2,2,2,31-45
143,30,No,Travel_Rarely,438,Research & Development,Far,Bacherlors,Life Sciences,194,Poor,Female,75,Moderate,Beginner,Research Scientist,Best,Single,2632,23910,1,No,14,3,Best,No,5,4,Good,5,4,0,4,18-30
144,32,No,Travel_Frequently,689,Sales,Near by,Higher Secondary,Medical,195,Excellent,Male,35,Very Low,Intermediate,Sales Executive,Excellent,Divorced,4668,22812,0,No,17,3,Excellent,High,9,2,Excellent,8,7,0,7,31-45
145,30,No,Travel_Rarely,201,Research & Development,Near by,Bacherlors,Technical Degree,197,Excellent,Female,84,Moderate,Beginner,Research Scientist,Poor,Divorced,3204,10415,5,No,14,3,Excellent,Low,8,3,Best,3,2,2,2,18-30
146,30,No,Travel_Rarely,1427,Research & Development,Near by,High School,Medical,198,Good,Male,35,Low,Beginner,Laboratory Technician,Excellent,Single,2720,11162,0,No,13,3,Excellent,No,6,3,Best,5,3,1,2,18-30
147,41,No,Travel_Frequently,857,Research & Development,Near by,Bacherlors,Life Sciences,199,Excellent,Male,91,Low,Advanced,Manager,Poor,Divorced,17181,12888,4,No,13,3,Good,Low,21,2,Good,7,6,7,7,31-45
148,41,No,Travel_Rarely,933,Research & Development,Near by,Masters,Life Sciences,200,Best,Male,94,Moderate,Beginner,Laboratory Technician,Poor,Married,2238,6961,2,No,21,4,Excellent,Low,7,2,Best,5,0,1,4,31-45
149,19,No,Travel_Rarely,1181,Research & Development,Near by,High School,Medical,201,Good,Female,79,Moderate,Beginner,Laboratory Technician,Good,Single,1483,16102,1,No,14,3,Excellent,No,1,3,Best,1,0,0,0,18-30
150,40,No,Travel_Frequently,1395,Research & Development,Faraway,Bacherlors,Medical,202,Good,Female,54,Moderate,Intermediate,Research Scientist,Good,Divorced,5605,8504,1,No,11,3,Poor,Low,20,2,Best,20,7,2,13,31-45
151,35,No,Travel_Rarely,662,Sales,Near by,Doctorate,Marketing,204,Best,Male,94,Moderate,Experienced,Sales Executive,Good,Married,7295,11439,1,No,13,3,Poor,Medium,10,3,Best,10,8,0,6,31-45
152,53,No,Travel_Rarely,1436,Sales,Near by,Higher Secondary,Marketing,205,Good,Male,34,Moderate,Intermediate,Sales Representative,Best,Married,2306,16047,2,Yes,20,4,Excellent,Low,13,3,Poor,7,7,4,5,46-60
153,45,No,Travel_Rarely,194,Research & Development,Near by,Bacherlors,Life Sciences,206,Good,Male,60,Moderate,Intermediate,Laboratory Technician,Good,Divorced,2348,10901,8,No,18,3,Best,Low,20,2,Poor,17,9,0,15,31-45
154,32,No,Travel_Frequently,967,Sales,Near by,Bacherlors,Marketing,207,Good,Female,43,Moderate,Experienced,Sales Executive,Excellent,Single,8998,15589,1,No,14,3,Excellent,No,9,2,Best,9,8,3,7,31-45
155,29,No,Non-Travel,1496,Research & Development,Near by,High School,Technical Degree,208,Excellent,Male,41,Moderate,Intermediate,Manufacturing Director,Best,Married,4319,26283,1,No,13,3,Poor,Low,10,1,Best,10,7,0,9,18-30
156,51,No,Travel_Rarely,1169,Research & Development,Near by,Masters,Medical,211,Good,Male,34,Low,Intermediate,Manufacturing Director,Best,Married,6132,13983,2,No,17,3,Best,No,10,2,Best,1,0,0,0,46-60
157,58,No,Travel_Rarely,1145,Research & Development,Near by,Bacherlors,Medical,214,Good,Female,75,Low,Beginner,Research Scientist,Good,Married,3346,11873,4,Yes,20,4,Good,Low,9,3,Good,1,0,0,0,46-60
158,40,No,Travel_Rarely,630,Sales,Near by,Masters,Marketing,215,Best,Male,67,Low,Experienced,Sales Executive,Excellent,Married,10855,8552,7,No,11,3,Poor,Low,15,2,Good,12,11,2,11,31-45
159,34,No,Travel_Frequently,303,Sales,Near by,Masters,Marketing,216,Best,Female,75,Moderate,Beginner,Sales Representative,Best,Married,2231,11314,6,No,18,3,Excellent,Low,6,3,Best,4,3,1,2,31-45
160,22,No,Travel_Rarely,1256,Research & Development,Far,High School,Medical,217,Best,Male,80,Moderate,Beginner,Research Scientist,Excellent,Married,2323,11992,1,No,24,4,Poor,Medium,2,6,Best,2,2,2,2,18-30
161,27,No,Non-Travel,691,Research & Development,Near by,Bacherlors,Medical,218,Excellent,Male,57,Moderate,Beginner,Research Scientist,Good,Divorced,2024,5970,6,No,18,3,Excellent,Low,6,1,Poor,2,2,2,2,18-30
162,28,No,Travel_Rarely,440,Research & Development,Faraway,Bacherlors,Medical,221,Best,Male,42,Moderate,Beginner,Research Scientist,Excellent,Married,2713,6672,1,No,11,3,Best,Low,5,2,Poor,5,2,0,2,18-30
163,57,No,Travel_Rarely,334,Research & Development,Faraway,Higher Secondary,Life Sciences,223,Best,Male,83,High,Experienced,Healthcare Representative,Excellent,Divorced,9439,23402,3,Yes,16,3,Good,Low,12,2,Poor,5,3,1,4,46-60
164,27,No,Non-Travel,1450,Research & Development,Near by,Bacherlors,Medical,224,Best,Male,79,Low,Beginner,Research Scientist,Best,Divorced,2566,25326,1,Yes,15,3,Excellent,Low,1,2,Good,1,1,0,1,18-30
165,50,No,Travel_Rarely,1452,Research & Development,Far,Bacherlors,Life Sciences,226,Best,Female,53,Moderate,Expert,Manager,Good,Single,19926,17053,3,No,15,3,Good,No,21,5,Best,5,4,4,4,46-60
166,41,No,Travel_Rarely,465,Research & Development,Far,Bacherlors,Life Sciences,227,Poor,Male,56,Moderate,Beginner,Research Scientist,Best,Divorced,2451,4609,4,No,12,3,Poor,Low,13,2,Best,9,8,1,8,31-45
167,30,No,Travel_Rarely,1339,Sales,Near by,Bacherlors,Life Sciences,228,Good,Female,41,Moderate,Experienced,Sales Executive,Excellent,Married,9419,8053,2,No,12,3,Best,Low,12,2,Best,10,9,7,4,18-30
168,38,No,Travel_Rarely,702,Sales,Near by,Masters,Life Sciences,230,Poor,Female,59,Low,Intermediate,Sales Executive,Excellent,Single,8686,12930,4,No,22,4,Best,No,12,2,Excellent,8,3,0,7,31-45
169,32,No,Travel_Rarely,120,Research & Development,Near by,Doctorate,Life Sciences,231,Best,Male,43,Moderate,Beginner,Research Scientist,Best,Single,3038,12430,3,No,20,4,Poor,No,8,2,Best,5,4,1,4,31-45
170,27,No,Travel_Rarely,1157,Research & Development,Far,Bacherlors,Technical Degree,233,Best,Male,51,Moderate,Beginner,Research Scientist,Good,Married,3058,13364,0,Yes,16,3,Excellent,Low,6,3,Good,5,2,1,1,18-30
171,19,Yes,Travel_Frequently,602,Sales,Near by,High School,Technical Degree,235,Best,Female,100,Very Low,Beginner,Sales Representative,Poor,Single,2325,20989,0,No,21,4,Poor,No,1,5,Excellent,0,0,0,0,18-30
172,36,No,Travel_Frequently,1480,Research & Development,Near by,Higher Secondary,Medical,238,Excellent,Male,30,Moderate,Beginner,Laboratory Technician,Good,Single,2088,15062,4,No,12,3,Best,No,13,3,Good,8,7,7,2,31-45
173,30,No,Non-Travel,111,Research & Development,Near by,Bacherlors,Medical,239,Best,Male,66,Moderate,Intermediate,Laboratory Technician,Poor,Divorced,3072,11012,1,No,11,3,Best,Medium,12,4,Best,12,9,6,10,18-30
174,45,No,Travel_Rarely,1268,Sales,Near by,Higher Secondary,Life Sciences,240,Best,Female,30,Moderate,Intermediate,Sales Executive,Poor,Divorced,5006,6319,4,Yes,11,3,Poor,Low,9,3,Excellent,5,4,0,3,31-45
175,56,No,Travel_Rarely,713,Research & Development,Near by,Bacherlors,Life Sciences,241,Best,Female,67,Moderate,Beginner,Research Scientist,Poor,Divorced,4257,13939,4,Yes,18,3,Best,Low,19,3,Best,2,2,2,2,46-60
176,33,No,Travel_Rarely,134,Research & Development,Near by,Bacherlors,Life Sciences,242,Best,Male,90,Moderate,Beginner,Research Scientist,Excellent,Single,2500,10515,0,No,14,3,Poor,No,4,2,Excellent,3,1,0,2,31-45
177,19,Yes,Travel_Rarely,303,Research & Development,Near by,Bacherlors,Life Sciences,243,Good,Male,47,Low,Beginner,Laboratory Technician,Excellent,Single,1102,9241,1,No,22,4,Best,No,1,3,Good,1,0,1,0,18-30
178,46,No,Travel_Rarely,526,Sales,Near by,Higher Secondary,Marketing,244,Good,Female,92,Moderate,Experienced,Sales Executive,Poor,Divorced,10453,2137,1,No,25,4,Best,High,24,2,Best,24,13,15,7,46-60
179,38,No,Travel_Rarely,1380,Research & Development,Near by,Higher Secondary,Life Sciences,245,Best,Female,75,Moderate,Beginner,Laboratory Technician,Excellent,Single,2288,6319,1,No,12,3,Best,No,2,3,Best,2,2,2,1,31-45
180,31,No,Travel_Rarely,140,Research & Development,Far,High School,Medical,246,Best,Female,95,Moderate,Beginner,Research Scientist,Excellent,Married,3929,6984,8,Yes,23,4,Best,Low,7,0,Best,4,2,0,2,31-45
181,34,No,Travel_Rarely,629,Research & Development,Faraway,Higher Secondary,Medical,247,Excellent,Female,95,Moderate,Beginner,Research Scientist,Good,Single,2311,5711,2,No,15,3,Excellent,No,9,3,Best,3,2,1,2,31-45
182,41,Yes,Travel_Rarely,1356,Sales,Far,Higher Secondary,Marketing,248,Good,Female,70,Moderate,Beginner,Sales Representative,Good,Single,3140,21728,1,Yes,22,4,Excellent,No,4,5,Good,4,3,0,2,31-45
183,50,No,Travel_Rarely,328,Research & Development,Near by,Bacherlors,Medical,249,Best,Male,86,Low,Beginner,Laboratory Technician,Best,Married,3690,3425,2,No,15,3,Excellent,Low,5,2,Good,3,2,0,2,46-60
184,53,No,Travel_Rarely,1084,Research & Development,Far,Higher Secondary,Medical,250,Excellent,Female,57,High,Intermediate,Manufacturing Director,Poor,Divorced,4450,26250,1,No,11,3,Best,Medium,5,3,Best,4,2,1,3,46-60
185,33,No,Travel_Rarely,931,Research & Development,Far,Bacherlors,Medical,252,Excellent,Female,72,Moderate,Beginner,Research Scientist,Good,Married,2756,4673,1,No,13,3,Excellent,Low,8,5,Best,8,7,1,6,31-45
186,40,No,Travel_Rarely,989,Research & Development,Near by,High School,Medical,253,Excellent,Female,46,Moderate,Expert,Manager,Best,Married,19033,6499,1,No,14,3,Good,Low,21,2,Best,20,8,9,9,31-45
187,55,No,Travel_Rarely,692,Research & Development,Far,Masters,Medical,254,Best,Male,61,High,Expert,Research Director,Good,Single,18722,13339,8,No,11,3,Excellent,No,36,3,Best,24,15,2,15,46-60
188,34,No,Travel_Frequently,1069,Research & Development,Near by,High School,Life Sciences,256,Excellent,Male,45,Low,Intermediate,Manufacturing Director,Best,Married,9547,14074,1,No,17,3,Best,No,10,2,Good,10,9,1,9,31-45
189,51,No,Travel_Rarely,313,Research & Development,Near by,Bacherlors,Medical,258,Excellent,Female,98,Moderate,Advanced,Healthcare Representative,Good,Single,13734,7192,3,No,18,3,Best,No,21,6,Best,7,7,1,0,46-60
190,52,No,Travel_Rarely,699,Research & Development,Near by,Masters,Life Sciences,259,Best,Male,65,Low,Expert,Manager,Best,Married,19999,5678,0,No,14,3,Poor,Low,34,5,Best,33,18,11,9,46-60
191,27,No,Travel_Rarely,894,Research & Development,Near by,Bacherlors,Medical,260,Excellent,Female,99,Moderate,Beginner,Research Scientist,Good,Single,2279,11781,1,No,16,3,Excellent,No,7,2,Good,7,7,0,3,18-30
192,35,Yes,Travel_Rarely,556,Research & Development,Faraway,Higher Secondary,Life Sciences,261,Good,Male,50,Low,Intermediate,Manufacturing Director,Best,Married,5916,15497,3,Yes,13,3,Poor,No,8,1,Best,1,0,0,1,31-45
193,43,No,Non-Travel,1344,Research & Development,Near by,Bacherlors,Medical,262,Excellent,Male,37,High,Beginner,Research Scientist,Excellent,Divorced,2089,5228,4,No,14,3,Excellent,High,7,3,Excellent,5,4,2,2,31-45
194,45,No,Non-Travel,1195,Research & Development,Near by,Higher Secondary,Medical,264,Poor,Male,65,Low,Advanced,Manager,Excellent,Married,16792,20462,9,No,23,4,Excellent,Low,22,1,Best,20,8,11,8,31-45
195,37,No,Travel_Rarely,290,Research & Development,Faraway,Bacherlors,Life Sciences,267,Good,Male,65,High,Beginner,Research Scientist,Poor,Married,3564,22977,1,Yes,12,3,Poor,Low,8,3,Good,8,7,1,7,31-45
196,35,No,Travel_Frequently,138,Research & Development,Near by,Bacherlors,Medical,269,Good,Female,37,Moderate,Intermediate,Laboratory Technician,Good,Single,4425,15986,5,No,11,3,Excellent,No,10,5,Best,6,2,1,2,31-45
197,42,No,Non-Travel,926,Research & Development,Faraway,Higher Secondary,Medical,270,Best,Female,36,Moderate,Intermediate,Manufacturing Director,Best,Divorced,5265,16439,2,No,16,3,Good,Low,11,5,Best,5,3,0,2,31-45
198,38,No,Travel_Rarely,1261,Research & Development,Near by,Masters,Life Sciences,271,Excellent,Male,88,Moderate,Intermediate,Manufacturing Director,Best,Married,6553,7259,9,No,14,3,Good,No,14,3,Best,1,0,0,0,31-45
199,38,No,Travel_Rarely,1084,Research & Development,Faraway,Bacherlors,Technical Degree,273,Excellent,Male,54,Moderate,Intermediate,Manufacturing Director,Excellent,Married,6261,4185,3,No,18,3,Poor,Low,9,3,Poor,7,7,1,7,31-45
200,27,No,Travel_Frequently,472,Research & Development,Near by,High School,Technical Degree,274,Best,Male,60,Low,Intermediate,Manufacturing Director,Poor,Married,4298,9679,5,No,19,3,Best,Low,6,1,Best,2,2,2,0,18-30
201,49,No,Non-Travel,1002,Research & Development,Far,Masters,Life Sciences,275,Excellent,Male,92,Moderate,Intermediate,Manufacturing Director,Excellent,Divorced,6804,23793,1,Yes,15,3,Poor,Medium,7,0,Best,7,7,1,7,46-60
202,34,No,Travel_Frequently,878,Research & Development,Near by,Masters,Medical,277,Excellent,Male,43,Moderate,Beginner,Research Scientist,Best,Divorced,3815,5972,1,Yes,17,3,Excellent,Low,5,4,Excellent,5,3,2,0,31-45
203,40,No,Travel_Rarely,905,Research & Development,Far,Higher Secondary,Medical,281,Best,Male,99,Moderate,Intermediate,Laboratory Technician,Excellent,Married,2741,16523,8,Yes,15,3,Best,Low,15,2,Excellent,7,2,3,7,31-45
204,38,Yes,Travel_Rarely,1180,Research & Development,Faraway,High School,Medical,282,Good,Male,70,Moderate,Intermediate,Healthcare Representative,Poor,Married,6673,11354,7,Yes,19,3,Good,No,17,2,Best,1,0,0,0,31-45
205,29,Yes,Travel_Rarely,121,Sales,Faraway,Bacherlors,Marketing,283,Good,Female,35,Moderate,Experienced,Sales Executive,Excellent,Married,7639,24525,1,No,22,4,Excellent,High,10,3,Good,10,4,1,9,18-30
206,22,No,Travel_Rarely,1136,Research & Development,Near by,Bacherlors,Life Sciences,284,Excellent,Male,60,High,Beginner,Research Scientist,Good,Divorced,2328,12392,1,Yes,16,3,Poor,Low,4,2,Good,4,2,2,2,18-30
207,36,No,Travel_Frequently,635,Research & Development,Far,High School,Medical,286,Good,Female,73,Moderate,Beginner,Laboratory Technician,Excellent,Single,2153,7703,1,No,13,3,Poor,No,8,2,Best,8,1,1,7,31-45
208,40,No,Non-Travel,1151,Research & Development,Near by,Doctorate,Life Sciences,287,Excellent,Male,63,Low,Intermediate,Healthcare Representative,Excellent,Married,4876,14242,9,No,14,3,Excellent,Low,5,5,Poor,3,2,0,2,31-45
209,46,No,Travel_Rarely,644,Research & Development,Near by,Masters,Medical,288,Excellent,Male,97,Moderate,Experienced,Healthcare Representative,Poor,Divorced,9396,12368,7,No,16,3,Best,Low,17,3,Best,4,2,0,3,46-60
210,32,Yes,Travel_Rarely,1045,Sales,Near by,Masters,Medical,291,Excellent,Male,32,Very Low,Experienced,Sales Executive,Excellent,Married,10400,25812,1,No,11,3,Best,No,14,2,Good,14,8,9,8,31-45
211,30,No,Non-Travel,829,Research & Development,Near by,High School,Life Sciences,292,Best,Male,88,Low,Experienced,Manufacturing Director,Best,Single,8474,20925,1,No,22,4,Best,No,12,2,Best,11,8,5,8,18-30
212,27,No,Travel_Frequently,1242,Sales,Far,Bacherlors,Life Sciences,293,Excellent,Female,90,Moderate,Intermediate,Sales Executive,Best,Single,9981,12916,1,No,14,3,Excellent,No,7,2,Best,7,7,0,7,18-30
213,51,No,Travel_Rarely,1469,Research & Development,Near by,Masters,Life Sciences,296,Good,Male,81,Low,Experienced,Research Director,Good,Married,12490,15736,5,No,16,3,Excellent,Medium,16,5,Poor,10,9,4,7,46-60
214,30,Yes,Travel_Rarely,1005,Research & Development,Near by,Bacherlors,Technical Degree,297,Excellent,Female,88,Moderate,Beginner,Research Scientist,Poor,Single,2657,8556,5,Yes,11,3,Best,No,8,5,Best,5,2,0,4,18-30
215,41,No,Travel_Rarely,896,Sales,Near by,Bacherlors,Life Sciences,298,Excellent,Female,75,Moderate,Experienced,Manager,Excellent,Single,13591,14674,3,Yes,18,3,Best,No,16,3,Best,1,0,0,0,31-45
216,30,Yes,Travel_Frequently,334,Sales,Faraway,Masters,Marketing,299,Best,Female,52,Low,Intermediate,Sales Executive,Poor,Single,6696,22967,5,No,15,3,Best,No,9,5,Good,6,3,0,1,18-30
217,29,Yes,Travel_Rarely,992,Research & Development,Near by,Bacherlors,Technical Degree,300,Best,Male,85,Moderate,Beginner,Research Scientist,Best,Single,2058,19757,0,No,14,3,Excellent,No,7,1,Good,6,2,1,5,18-30
